"Season","Site","CoreName","CoreNo","Habitat","Age","N2Flux","O2conc","SOD","flux_Nox","flux_NH3"
"Spring","Army","LO",3,"oyster",20,16.0254898916,6.312236714,250.63345238,-2.310721946,-3.86341518
"Spring","Army","HO",1,"oyster",20,24.681406586,6.4046088582,196.695611444,-2.310721946,-20.38284566
"Spring","Army","HO",2,"oyster",20,15.262378778,6.5804657198,94.198703966,-2.310721946,-16.25298805
"Spring","Army","HO",3,"oyster",20,25.7845039996,5.9530419824,459.88811764,-2.310721946,-28.77578211
"Spring","Army","LM",1,"marsh",20,12.7433289752,6.1731913566,331.57563778,-1.416807611,-9.725148589
"Spring","Army","LM",2,"marsh",20,7.526824932,6.37756658,212.4570085,0.380346562,-7.860051599
"Spring","Army","LM",3,"marsh",20,16.6357241992,6.1724014394,332.03603534,-0.978509819,5.462069767
"Spring","Army","MM",1,"marsh",20,41.054807344,5.6642559174,628.20499894,-2.310721946,33.97140945
"Spring","Army","MM",2,"marsh",20,25.6014773772,6.2321087184,297.23607726,-2.310721946,17.31875776
"Spring","Army","MM",3,"marsh",20,41.05884524,5.9631833,453.97732354,-2.310721946,7.060724316
"Spring","Army","HM",1,"marsh",20,18.1995416704,6.42410065,185.334960574,-2.310721946,-1.598654558
"Spring","Army","HM",2,"marsh",20,61.885153896,4.563375528,1269.84521754,-2.310721946,-21.04895174
"Spring","Army","HM",3,"marsh",20,33.539965174,5.8709446968,507.7379301,-2.310721946,-2.531203053
"Spring","Army","Ref",1,"Ref",20,24.306745894,6.4649381722,161.533104259,-2.310721946,-1.065769696
"Spring","Army","Ref",2,"Ref",20,30.076719432,6.3498776606,228.59529612,-2.310721946,1.731875788
"Spring","Army","Ref",3,"Ref",20,24.246143104,6.1972151244,317.57355758,-2.310721946,5.328848537
